provider_id,hos_name,state_city,city_id,total_discharge,covered_charge,total_payment,medicare_payment
260097,WESTERN MISSOURI MEDICAL CENTER,MO-WARRENSBURG,1856,557,11823312,5312538,4638833
260102,TRUMAN MEDICAL CENTER LAKEWOOD,MO-KANSAS CITY,399,344,4430324.001,3615648,3298076
260104,SSM DEPAUL HEALTH CENTER,MO-BRIDGETON,889,4418,151407914,41973644,36959886
260105,ST LOUIS UNIVERSITY HOSPITAL,MO-SAINT LOUIS,396,2524,107935252,33213133,30579564
260108,MISSOURI BAPTIST MEDICAL CENTER,MO-TOWN AND COUNTR,406,6065,149059886,50397597,43472477
260110,SOUTHEAST MISSOURI HOSPITAL,MO-CAPE GIRARDEAU,407,2887,112995712,25284750,21992138
260113,MISSOURI DELTA MEDICAL CENTER,MO-SIKESTON,1470,1136,42341502,9911267,9009632
260115,MISSOURI BAPTIST HOSPITAL SULLIVAN,MO-SULLIVAN,1982,281,3334404,2141357,1921977
260116,MINERAL AREA REGIONAL MEDICAL CENTER,MO-FARMINGTON,1471,835,21120188,5872882,5177992
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,MO-POPLAR BLUFF,408,3107,141888801,25333303,21540211
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,MO-JOPLIN,393,5120,177775626,48873732,42920244
260138,ST LUKES HOSPITAL OF KANSAS CITY,MO-KANSAS CITY,399,4725,244934682,50243649,42594996
260141,UNIVERSITY OF MISSOURI HEALTH CARE,MO-COLUMBIA,402,2915,113003008,36256825,31788061
260142,FITZGIBBON MEMORIAL HOSPITAL,MO-MARSHALL,1472,459,6606938,2714178,2307110
260147,SAC-OSAGE HOSPITAL,MO-OSCEOLA,2224,39,437899.9999,174049,146521
260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,MO-DEXTER,2077,384,4309482,2061162,1705842
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,MO-CREVE COEUR,2171,569,14664352,6102045.999,5170562
260163,PARKLAND HEALTH CENTER,MO-FARMINGTON,1471,1205,15505085,7435724,6457647
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,MO-CLINTON,1747,659,11095035,4130607,3434498
260176,DES PERES HOSPITAL,MO-SAINT LOUIS,396,1504,74469883,15094246,12972791
260177,LIBERTY HOSPITAL,MO-LIBERTY,409,3471,84812998,23232589,19372100
260179,ST LUKES HOSPITAL,MO-CHESTERFIELD,410,4957,136116457,43952480,36128887
260180,CHRISTIAN HOSPITAL NORTHEAST,MO-SAINT LOUIS,396,4020,126804758,34371867,31198200
260183,ST FRANCIS MEDICAL CENTER,MO-CAPE GIRARDEAU,407,3543,202474131,38470223,31909829
260186,LAKE REGIONAL HEALTH SYSTEM,MO-OSAGE BEACH,411,1804,59801973,17443116,15527914
260190,LEE'S SUMMIT MEDICAL CENTER,MO-LEES SUMMIT,890,649,25277498,4430552,3545052
260191,BARNES-JEWISH ST PETERS HOSPITAL,MO-SAINT PETERS,1158,1668,35370899,13430119,10969134
260193,ST MARY'S MEDICAL CENTER,MO-BLUE SPRINGS,1683,927,29548887,6947626,5820500
260195,CITIZENS MEMORIAL HOSPITAL,MO-BOLIVAR,1473,598,12300416,4935622,4323835
260200,SSM ST JOSEPH HOSPITAL WEST,MO-LAKE SAINT LOUI,1159,1946,58602180,16159678,13976433
260207,OZARKS COMMUNITY HOSPITAL,MO-SPRINGFIELD,400,115,2380032,910254.0002,827430.0001
260209,CALLAWAY COMMUNITY HOSPITAL,MO-FULTON,2078,24,274527.0001,175874,151576
260210,ST ALEXIUS HOSPITAL,MO-SAINT LOUIS,396,1181,29384584,8211962,7089581
260214,BELTON REGIONAL MEDICAL CENTER,MO-BELTON,1983,332,12884480,2462146,1941668
260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,MO-LEES SUMMIT,890,2228,82504020,14650342,11456691
260219,PROGRESS WEST HEALTHCARE CENTER,MO-O FALLON,1984,350,5861971,2676377,2133394
270003,ST PETER'S HOSPITAL,MT-HELENA,1160,1038,19243824,8294289,7002537
270004,BILLINGS CLINIC HOSPITAL,MT-BILLINGS,412,2830,62790618,26959197,23306706
270012,BENEFIS HOSPITALS INC,MT-GREAT FALLS,413,2368,58738319,23447526,20272207
270014,ST PATRICK HOSPITAL,MT-MISSOULA,1161,2235,68200811,22968619,19808375
270017,ST JAMES HEALTHCARE,MT-BUTTE,1162,699,23945791,8443061,7638728
270023,COMMUNITY MEDICAL CENTER INC,MT-MISSOULA,1161,629,16612644,7476444.001,6163813.001
270032,NORTHERN MONTANA HOSPITAL,MT-HAVRE,2304,122,2406019,961944,839513
270049,ST VINCENT HEALTHCARE,MT-BILLINGS,412,2382,72870044,25811727,22303878
270051,KALISPELL REGIONAL MEDICAL CENTER,MT-KALISPELL,414,1638,40460557,14566321,12437327
270057,BOZEMAN DEACONESS HOSPITAL,MT-BOZEMAN,1474,793,15121737,6706173,5501179
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,MT-BROWNING,2225,38,373958,262030,226434
270086,GREAT FALLS CLINIC MEDICAL CENTER,MT-GREAT FALLS,413,118,4253290,1465258,1203822
270087,HEALTH CENTER NORTHWEST,MT-KALISPELL,414,98,1756617,1153211,1012167
280003,BRYAN MEDICAL CENTER,NE-LINCOLN,415,5097,162723943,45850265,37498801
280009,GOOD SAMARITAN HOSPITAL,NE-KEARNEY,416,2219,63542145,24914189,21266779
280013,THE NEBRASKA MEDICAL CENTER,NE-OMAHA,417,4249,155384349,52297038,45606647
280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,NE-LINCOLN,415,3625,106901228,32963846,27188286
280023,ST FRANCIS MEDICAL CENTER,NE-GRAND ISLAND,1163,1808,45368790,14861257,12183156
280030,ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MEDI,NE-OMAHA,417,1263,77266228,14715612,13138862
280032,MARY LANNING HEALTHCARE,NE-HASTINGS,1164,1001,22481252,8276604.001,7045993.001
280040,THE NEBRASKA METHODIST HOSPITAL,NE-OMAHA,417,3470,118691883,32098669,25715664
280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,NE-OMAHA,417,3094,120191357,29905048,24908580
280061,REGIONAL WEST MEDICAL CENTER,NE-SCOTTSBLUFF,418,1356,44669727,14595526,11981102
280065,GREAT PLAINS REGIONAL MEDICAL CENTER,NE-NORTH PLATTE,1475,1353,29009331,10938376,8973356
280077,FREMONT AREA MEDICAL CENTER,NE-FREMONT,1476,1022,28538559,8369038,6222977
280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,NE-OMAHA,417,1423,43112552,11649085,9827760
280105,ALEGENT HEALTH MIDLANDS HOSPITAL,NE-PAPILLION,1748,320,8676001,2010307,1654687
280111,COLUMBUS COMMUNITY HOSPITAL,NE-COLUMBUS,1684,622,9360641.001,5701685,5054684
280125,FAITH REGIONAL HEALTH SERVICES,NE-NORFOLK,419,1148,35911714,11731577,10640879
280127,LINCOLN SURGICAL HOSPITAL,NE-LINCOLN,415,228,6419662,2745972,2116189
280128,NEBRASKA HEART HOSPITAL,NE-LINCOLN,415,671,13156366,6396495,5463237
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,NE-OMAHA,417,456,11648388,5733135.998,4669289
280130,ALEGENT HEALTH LAKESIDE HOSPITAL,NE-OMAHA,417,1484,47017923,10693519,8476803
280131,MIDWEST SURGICAL HOSPITAL LLC,NE-OMAHA,417,202,10965705,3282944,2551736
280132,BELLEVUE MEDICAL CENTER,NE-BELLEVUE,1477,681,16510210,4762770,4004536
280133,"NEBRASKA SPINE HOSPITAL, LLC",NE-OMAHA,417,192,19886303,4782885.001,3764870
290001,RENOWN REGIONAL MEDICAL CENTER,NV-RENO,420,5335,227498421,55837790,49040247
290002,SOUTH LYON MEDICAL CENTER,NV-YERINGTON,2336,12,109995,79620,65796
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,NV-LAS VEGAS,421,4451,332887352,51695436,43782367
290005,NORTH VISTA HOSPITAL,NV-NORTH LAS VEGAS,1921,862,55320139,8288182.001,7228930
290006,BANNER CHURCHILL COMMUNITY HOSPITAL,NV-FALLON,1749,479,11841433,4083514,3463835
290007,UMC OF SOUTHERN NEVADA,NV-LAS VEGAS,421,1233,66848602,17052563,14264863
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,NV-ELKO,2079,317,10581047,3650039,2725896
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,NV-RENO,420,2017,84954751,18910944,16249848
290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,NV-HENDERSON,423,1245,76636474,12827443,10859584
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,NV-CARSON CITY,422,2910,107003023,30543608,26993674
290021,VALLEY HOSPITAL MEDICAL CENTER,NV-LAS VEGAS,421,2421,216098728,30112075,26596559
290022,DESERT SPRINGS HOSPITAL,NV-LAS VEGAS,421,2105,150803040,19869396,16890385
290032,NORTHERN NEVADA MEDICAL CENTER,NV-SPARKS,1478,696,34744283,5845404,4900124
290039,MOUNTAINVIEW HOSPITAL,NV-LAS VEGAS,421,4611,358518036,46851374,39302208
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,NV-LAS VEGAS,421,2716,216672543,26160882,22188803
290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,NV-HENDERSON,423,3104,210917261,33785837,27524632
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV-LAS VEGAS,421,1599,124010388,15424159,12408677
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,NV-LAS VEGAS,421,991,60575514,10522434,8768507
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,NV-RENO,420,555,16611952,4302579,3683425
290051,SIERRA SURGERY HOSPITAL,NV-CARSON CITY,422,261,14132591,3881624,3387841
290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,NV-LAS VEGAS,421,1316,75143769,11851533,9618936
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,NV-LAS VEGAS,421,1307,94820611,11593311,9492373.001
300001,CONCORD HOSPITAL,NH-CONCORD,424,3684,109868706,33749442,29549992
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,NH-LEBANON,425,4441,160908385,68957494,61395334
300005,LAKES REGION GENERAL HOSPITAL,NH-LACONIA,426,1082,41783879,10580311,9387283
300011,ST JOSEPH HOSPITAL,NH-NASHUA,891,1662,39237131,13939050,11963783
300012,ELLIOT HOSPITAL,NH-MANCHESTER,427,2918,60357491,25895951,22247733
300014,FRISBIE MEMORIAL HOSPITAL,NH-ROCHESTER,1479,939,20260573,7169437,6081171
300017,PARKLAND MEDICAL CENTER,NH-DERRY,1165,1077,27773210,8014827,6666570
300018,WENTWORTH-DOUGLASS HOSPITAL,NH-DOVER,428,2081,62153148,16306586,14265087
300019,CHESHIRE MEDICAL CENTER,NH-KEENE,1480,921,19848074,8484860,7385622
300020,SOUTHERN NH MEDICAL CENTER,NH-NASHUA,891,1813,39612385,16130289,14003481
300023,EXETER HOSPITAL INC,NH-EXETER,892,2075,49772370,16188692,13748499
300029,PORTSMOUTH REGIONAL HOSPITAL,NH-PORTSMOUTH,429,1942,76844286,18192275,15507635
300034,CATHOLIC MEDICAL CENTER,NH-MANCHESTER,427,2886,99540215,26484716,22756983
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,NJ-HACKENSACK,430,7642,626099781,98741499,89352405
310002,NEWARK BETH ISRAEL MEDICAL CENTER,NJ-NEWARK,431,3311,269896790,51537171,47816189
310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,NJ-NORTH BERGEN,893,2756,164868052,29142156,26710795
310005,HUNTERDON MEDICAL CENTER,NJ-FLEMINGTON,1166,2183,72799304,20591215,18395058
310006,"ST MARY'S HOSPITAL, PASSAIC",NJ-PASSAIC,432,2648,174336953,29498763,26124568
310008,HOLY NAME MEDICAL CENTER,NJ-TEANECK,894,4383,198674669,41903852,37829722
310009,CLARA MAASS MEDICAL CENTER,NJ-BELLEVILLE,433,4171,243875129,42356478,37946297
310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,NJ-PLAINSBORO,434,3405,140775601,29724202,26059608
310011,CAPE REGIONAL MEDICAL CENTER INC,NJ-CAPE MAY COURT,895,3345,96589393,26017470,22962315
310012,VALLEY HOSPITAL,NJ-RIDGEWOOD,435,8758,385502303,79172360,69748271
310014,COOPER UNIVERSITY HOSPITAL,NJ-CAMDEN,436,3482,244978661,47935158,43805572
310015,MORRISTOWN MEMORIAL HOSPITAL,NJ-MORRISTOWN,437,7762,407731029,97369330,84845730
310016,CHRIST HOSPITAL,NJ-JERSEY CITY,896,1770,152905391,19334948,17813120
310017,CHILTON HOSPITAL,NJ-POMPTON PLAINS,438,3215,150975418,26500350,23358897
310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,NJ-PATERSON,439,6998,484666338,93999369,87662556
310021,ST FRANCIS MEDICAL CENTER,NJ-TRENTON,897,1216,90042623,11148239,10074328
310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,NJ-BERLIN,440,9408,599333039,81707088,65382932
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ-RAHWAY,898,2516,205062182,21066719,18205130
310025,BAYONNE HOSPITAL CENTER,NJ-BAYONNE,1167,1543,226720545,14106847,12931667
310027,TRINITAS REGIONAL MEDICAL CENTER,NJ-ELIZABETH,899,2221,126594201,24290718,22419949
310028,NEWTON MEMORIAL HOSPITAL,NJ-NEWTON,900,2492,164702874,19612474,16819056
310029,OUR LADY OF LOURDES MEDICAL CENTER,NJ-CAMDEN,436,3429,239212966,36914948,33262435
310031,DEBORAH HEART AND LUNG CENTER,NJ-BROWNS MILLS,441,1570,105622807,20386188,18703932
310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,NJ-VINELAND,442,4507,261167050,41428303,37656409
310034,RIVERVIEW MEDICAL CENTER,NJ-RED BANK,443,3408,210118412,27921028,23599764
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ-NEW BRUNSWICK,444,6087,542840711,79664478,74293510
310039,RARITAN BAY MEDICAL CENTER,NJ-PERTH AMBOY,901,3963,302971878,42741876,39114433
310040,HOBOKEN UNIVERSITY MEDICAL CENTER,NJ-HOBOKEN,902,895,71238017,9831638,9170295
310041,COMMUNITY MEDICAL CENTER,NJ-TOMS RIVER,445,10659,577867349,85337912,75756180
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ-PENNINGTON,446,1786,138397751,15204034,13088582
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ-ENGLEWOOD,447,4234,314967274,47874550,43436525
310047,SHORE MEDICAL CENTER,NJ-SOMERS POINT,448,3602,235679382,32296416,27151296
310048,SOMERSET MEDICAL CENTER,NJ-SOMERVILLE,449,4750,416338550,41507885,35993064
310050,SAINT CLARE'S HOSPITAL,NJ-DENVILLE,450,4344,209049655,36508547,32193131
310051,OVERLOOK HOSPITAL,NJ-SUMMIT,451,5565,263720045,60328866,52097623
310052,OCEAN MEDICAL CENTER,NJ-BRICK,452,5446,328454550,45238110,39651518
310054,HACKENSACK-UMC MOUNTAINSIDE,NJ-MONTCLAIR,903,3125,155445541,33533338,30399047
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,NJ-MOUNT HOLLY,453,4922,306503221,42412218,33318704
310058,BERGEN REGIONAL MEDICAL CENTER,NJ-PARAMUS,2261,271,7662431,2312928,2088046
310060,ST LUKE'S WARREN HOSPITAL,NJ-PHILLIPSBURG,1168,1822,127743825,18147468,16446032
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,NJ-WILLINGBORO,904,1695,128105913,13305715,11751316
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,NJ-ATLANTIC CITY,905,7834,599302553,79519049,65464677
310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,NJ-ELMER,906,996,51927974,6653757,5672726
310070,SAINT PETER'S UNIVERSITY HOSPITAL,NJ-NEW BRUNSWICK,444,2967,249346757,34086716,31127796
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ-NEPTUNE,454,6222,454540527,65608271,57637002
310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,NJ-JERSEY CITY,896,2111,135827122,27466901,25615714
310075,MONMOUTH MEDICAL CENTER,NJ-LONG BRANCH,455,2873,189866748,30689018,27910727
310076,SAINT BARNABAS MEDICAL CENTER,NJ-LIVINGSTON,907,5081,342021254,62145950,56499029
310081,UNDERWOOD - MEMORIAL HOSPITAL,NJ-WOODBURY,456,3526,231730664,28557220,24622667
310083,EAST ORANGE GENERAL HOSPITAL,NJ-EAST ORANGE,1169,1883,113257299,20455833,18834016
310084,KIMBALL MEDICAL CENTER,NJ-LAKEWOOD,908,2922,168289835,23473987,20923872
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,NJ-STRATFORD,457,8533,533873884,81103802,73101932
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,NJ-SALEM,1170,1279,53255714,8645977,7580911
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,NJ-TRENTON,897,2042,200850521,19276726,16426538
310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",NJ-NEWARK,431,2092,89018518,27011335,25157648
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,NJ-EDISON,458,4675,275502390,48293957,43554557
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,NJ-HAMILTON,1171,3614,245242414,27257766,24100338
310111,CENTRASTATE MEDICAL CENTER,NJ-FREEHOLD,459,3932,179010338,32241152,28679816
310112,BAYSHORE COMMUNITY HOSPITAL,NJ-HOLMDEL,909,2705,153535446,22790661,19989826
310113,SOUTHERN OCEAN MEDICAL CENTER,NJ-MANAHAWKIN,1172,2280,97943514,16974827,14642388
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,NJ-HACKETTSTOWN,1481,1499,100744783,14584941,13190953
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,NJ-SECAUCUS,1750,351,36599879,3660741,3243380
310119,UMDNJ UNIVERSITY HOSPITAL,NJ-NEWARK,431,1178,84241951,22361159,21226312
310120,SAINT CLARE'S HOSPITAL/SUSSEX,NJ-SUSSEX,2080,126,4946511,731470,621142
320001,UNM HOSPITAL,NM-ALBUQUERQUE,460,1756,56252736,28845280,26725135
320002,ST VINCENT HOSPITAL,NM-SANTA FE,1173,2263,57444277,25510625,22532380
320003,ALTA VISTA REGIONAL HOSPITAL,NM-LAS VEGAS,1482,398,13705807,2987626,2462736
320004,GERALD CHAMPION REGIONAL MEDICAL CENTE,NM-ALAMOGORDO,1483,590,11736068,6246313,5590241
320005,SAN JUAN REGIONAL MEDICAL CENTER,NM-FARMINGTON,1174,2743,78810081,30141140,26840387
320006,EASTERN NEW MEXICO MEDICAL CENTER,NM-ROSWELL,463,1305,58114189,10385463,9033111
320009,LOVELACE MEDICAL CENTER,NM-ALBUQUERQUE,460,2530,131527396,30640920,23367331
320011,PRESBYTERIAN ESPANOLA HOSPITAL,NM-ESPANOLA,2172,225,5439465,2413021,2036899
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,NM-TAOS,1484,370,6488467,3757906,3352536
320014,MIMBRES MEMORIAL HOSPITAL,NM-DEMING,2173,69,1113502,362736,303936
320016,GILA REGIONAL MEDICAL CENTER,NM-SILVER CITY,1922,371,8578812,2890751,2451444
320017,LOVELACE WOMEN'S HOSPITAL,NM-ALBUQUERQUE,460,144,4010142,1462589,1123912
320018,MEMORIAL MEDICAL CENTER INC,NM-LAS CRUCES,461,2064,75922968,19938196,16328995
320021,PRESBYTERIAN HOSPITAL,NM-ALBUQUERQUE,460,5101,160237227,51387568,43156077
320022,PLAINS REGIONAL MEDICAL CENTER,NM-CLOVIS,1485,809,23034012,5320771,4404288
320030,ARTESIA GENERAL HOSPITAL,NM-ARTESIA,1486,108,2472300,944921,824209
320033,LOS ALAMOS MEDICAL CENTER,NM-LOS ALAMOS,2305,109,2779023,1274193,1167347
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,NM-GALLUP,2226,472,5903228,3383295,2964450
320059,NORTHERN NAVAJO MEDICAL CENTER,NM-SHIPROCK,2262,230,2093068,1563207,1343515
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,NM-ZUNI,2385,13,151580,94778.00001,82182
320061,GALLUP INDIAN MEDICAL CENTER,NM-GALLUP,2226,332,3436653,2415152,2146113
320062,CROWNPOINT HEALTHCARE FACILITY,NM-CROWNPOINT,2390,12,94930,77088,65576
320063,CARLSBAD MEDICAL CENTER,NM-CARLSBAD,462,751,30113937,6038374,4846120.999
320065,LEA REGIONAL MEDICAL CENTER,NM-HOBBS,1751,543,24011924,4511400,4009184
320067,GUADALUPE COUNTY HOSPITAL,NM-SANTA ROSA,2227,11,57866.00001,131505,119993.0001
320074,LOVELACE WESTSIDE HOSPITAL,NM-ALBUQUERQUE,460,193,6944514,1967404,1343939
320084,ROOSEVELT GENERAL HOSPITAL,NM-PORTALES,2081,63,974781,490846,435786
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NM-LAS CRUCES,461,2153,83075876,18689364,16340912
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,NM-ROSWELL,463,267,7543243,2428680,2031985
330002,PENINSULA HOSPITAL CENTER,NY-FAR ROCKAWAY,939,211,5221375,3516207,3361514
330003,ALBANY MEMORIAL HOSPITAL,NY-ALBANY,466,924,14019095,6040085,5044933
330004,KINGSTON HOSPITAL,NY-KINGSTON,490,3188,92265566,24947838,21717998
330005,KALEIDA HEALTH,NY-BUFFALO,464,7122,173158858,79772247,68905918
330006,ST JOSEPH'S MEDICAL CENTER,NY-YONKERS,910,1218,16658392,13307355,12265241
330008,WYOMING COUNTY COMMUNITY HOSPITAL,NY-WARSAW,1985,134,1335124,1177320,1024904
330009,BRONX-LEBANON HOSPITAL CENTER,NY-BRONX,471,1657,21412456,29504048,28086537
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY-BINGHAMTON,465,2886,45341137,21919988,19324183
330013,ALBANY MEDICAL CENTER HOSPITAL,NY-ALBANY,466,4459,195466227,55875923,49336837
330014,JAMAICA HOSPITAL MEDICAL CENTER,NY-JAMAICA,911,2476,48781454,35442055,33101989
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY-BROOKLYN,486,2875,51393682,31935095,29279591
330023,VASSAR BROTHERS MEDICAL CENTER,NY-POUGHKEEPSIE,467,5352,226675691,53051976,47201899
330024,MOUNT SINAI HOSPITAL,NY-NEW YORK,468,10129,380587580,179984471,160862935
330027,NASSAU UNIVERSITY MEDICAL CENTER,NY-EAST MEADOW,912,1913,54354224,28458810,26940744
330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY-STATEN ISLAND,481,1873,69376278,23467504,21609194
330029,SHEEHAN MEMORIAL HOSPITAL,NY-BUFFALO,464,16,65155,64343,50591
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,NY-NEWARK,1752,567,8505743,3643016,3090975
330033,"CHENANGO MEMORIAL HOSPITAL, INC",NY-NORWICH,1923,477,9677184,4059622,3654998
330037,LAKESIDE MEMORIAL HOSPITAL,NY-BROCKPORT,2082,236,2727138,1213916,980308
330043,SOUTHSIDE HOSPITAL,NY-BAY SHORE,469,3247,122992817,35453675,30718161
330044,FAXTON-ST LUKE'S HEALTHCARE,NY-UTICA,470,3774,83660025,27650656,23659037
330045,HUNTINGTON HOSPITAL,NY-HUNTINGTON,913,5378,188001397,48065705,40293581
330046,ST LUKE'S ROOSEVELT HOSPITAL,NY-NEW YORK,468,5597,232225962,82819429,76538116
330047,ST MARY'S HOSPITAL AT AMSTERDAM,NY-AMSTERDAM,1685,1341,22686423,10057003,8860240
330049,NORTHERN DUTCHESS HOSPITAL,NY-RHINEBECK,1487,587,20521869,6342964,5603772.999
330053,MEDINA MEMORIAL HOSPITAL,NY-MEDINA,1753,263,1691209,1507737,1289319
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,NY-FLUSHING,914,7013,245997000,98356768,88556948
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,NY-BROOKLYN,486,1936,56367856,32251717,30627485
330057,ST PETER'S HOSPITAL,NY-ALBANY,466,4854,147739853,40741852,34536942
330058,GENEVA GENERAL HOSPITAL,NY-GENEVA,1488,793,10176635,6125936,5274631
330059,MONTEFIORE MEDICAL CENTER,NY-BRONX,471,10572,663501146,192930376,182519382
330061,LAWRENCE HOSPITAL CENTER,NY-BRONXVILLE,915,2953,83404514,23591098,20443632
330064,NEW YORK DOWNTOWN HOSPITAL,NY-NEW YORK,468,923,20520344,13530055,12702073
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY-NIAGARA FALLS,1489,888,12265803,6943988,6079927
330067,ST FRANCIS HOSPITAL,NY-POUGHKEEPSIE,467,1203,47652126,12776828,11516238
330073,UNITED MEMORIAL MEDICAL CENTER,NY-BATAVIA,1754,722,10325682,4951083,4161556
330074,F F THOMPSON HOSPITAL,NY-CANANDAIGUA,1175,600,8983472,4330742,3634950
330078,SISTERS OF CHARITY HOSPITAL,NY-BUFFALO,464,2268,49799463,21336482,17983768
330079,ADIRONDACK MEDICAL CENTER,NY-SARANAC LAKE,1986,509,10495335,5271217,4784997
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY-BRONX,471,1238,13767323,18020084,17032698
330084,ALICE HYDE MEDICAL CENTER,NY-MALONE,1490,603,6471066,4659357,4127287
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY-ONEONTA,1924,922,10331158,5593435,4834350
330086,MOUNT VERNON HOSPITAL,NY-MOUNT VERNON,916,474,9890269,4763826,4364780
330088,EASTERN LONG ISLAND HOSPITAL,NY-GREENPORT,1799,396,9298093,2574176,2214147
330090,ARNOT OGDEN MEDICAL CENTER,NY-ELMIRA,472,2752,55092222,22584077,18410164
330094,COLUMBIA MEMORIAL HOSPITAL,NY-HUDSON,917,1785,25214591,12532096,10834528
330096,JONES MEMORIAL HOSPITAL,NY-WELLSVILLE,1987,338,3068421,2529025,2203345
330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY-NEW YORK,468,16259,769670578,285115992,254784924
330102,KENMORE MERCY HOSPITAL,NY-KENMORE,918,1331,25733805,11533588,9328153
330103,OLEAN GENERAL HOSPITAL,NY-OLEAN,1755,1306,17276506,8774371,7338546
330104,NYACK HOSPITAL,NY-NYACK,919,3877,176548217,41528227,37791707
330106,NORTH SHORE UNIVERSITY HOSPITAL,NY-MANHASSET,473,10469,602235492,136462286,120153556
330107,PECONIC BAY MEDICAL CENTER,NY-RIVERHEAD,474,2491,94101966,24088846,21347454
330108,"ST JOSEPH'S HOSPITAL, INC",NY-ELMIRA,472,911,16139555,6252428,5410064
330111,BERTRAND CHAFFEE HOSPITAL,NY-SPRINGVILLE,1925,56,571705,321318,268020
330115,ONEIDA HEALTHCARE CENTER,NY-ONEIDA,1988,462,8075394,2958858,2473511
330119,LENOX HILL HOSPITAL,NY-NEW YORK,468,4776,290128195,67382581,59814533
330125,ROCHESTER GENERAL HOSPITAL,NY-ROCHESTER,475,4234,80830324,37285949,32830174
330126,ORANGE REGIONAL MEDICAL CENTER,NY-MIDDLETOWN,476,5555,248825458,56198509,49012711
330127,JACOBI MEDICAL CENTER,NY-BRONX,471,1368,33483870,27617810,26384147
