provider_id,hos_name,city_id,total_discharge,covered_charge,total_payment,medicare_payment
260176,DES PERES HOSPITAL,396,1504,74469883,15094246,12972791
260177,LIBERTY HOSPITAL,409,3471,84812998,23232589,19372100
260179,ST LUKES HOSPITAL,253,4957,136116457,43952480,36128887
260180,CHRISTIAN HOSPITAL NORTHEAST,396,4020,126804758,34371867,31198200
260183,ST FRANCIS MEDICAL CENTER,298,3543,202474131,38470223,31909829
260186,LAKE REGIONAL HEALTH SYSTEM,411,1804,59801973,17443116,15527914
260190,LEE'S SUMMIT MEDICAL CENTER,890,649,25277498,4430552,3545052
260191,BARNES-JEWISH ST PETERS HOSPITAL,1158,1668,35370899,13430119,10969134
260193,ST MARY'S MEDICAL CENTER,734,927,29548887,6947626,5820500
260195,CITIZENS MEMORIAL HOSPITAL,1473,598,12300416,4935622,4323835
260200,SSM ST JOSEPH HOSPITAL WEST,1159,1946,58602180,16159678,13976433
260207,OZARKS COMMUNITY HOSPITAL,400,115,2380032,910254.0002,827430.0001
260209,CALLAWAY COMMUNITY HOSPITAL,2078,24,274527.0001,175874,151576
260210,ST ALEXIUS HOSPITAL,396,1181,29384584,8211962,7089581
260214,BELTON REGIONAL MEDICAL CENTER,1983,332,12884480,2462146,1941668
260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,890,2228,82504020,14650342,11456691
260219,PROGRESS WEST HEALTHCARE CENTER,1984,350,5861971,2676377,2133394
270003,ST PETER'S HOSPITAL,466,1038,19243824,8294289,7002537
270004,BILLINGS CLINIC HOSPITAL,412,2830,62790618,26959197,23306706
270012,BENEFIS HOSPITALS INC,413,2368,58738319,23447526,20272207
270014,ST PATRICK HOSPITAL,1161,2235,68200811,22968619,19808375
270017,ST JAMES HEALTHCARE,1162,699,23945791,8443061,7638728
270023,COMMUNITY MEDICAL CENTER INC,1161,629,16612644,7476444.001,6163813.001
270032,NORTHERN MONTANA HOSPITAL,2304,122,2406019,961944,839513
270049,ST VINCENT HEALTHCARE,412,2382,72870044,25811727,22303878
270051,KALISPELL REGIONAL MEDICAL CENTER,414,1638,40460557,14566321,12437327
270057,BOZEMAN DEACONESS HOSPITAL,1474,793,15121737,6706173,5501179
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,2225,38,373958,262030,226434
270086,GREAT FALLS CLINIC MEDICAL CENTER,413,118,4253290,1465258,1203822
270087,HEALTH CENTER NORTHWEST,414,98,1756617,1153211,1012167
280003,BRYAN MEDICAL CENTER,415,5097,162723943,45850265,37498801
280009,GOOD SAMARITAN HOSPITAL,416,2219,63542145,24914189,21266779
280013,THE NEBRASKA MEDICAL CENTER,417,4249,155384349,52297038,45606647
280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,415,3625,106901228,32963846,27188286
280023,ST FRANCIS MEDICAL CENTER,298,1808,45368790,14861257,12183156
280030,ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MEDI,417,1263,77266228,14715612,13138862
280032,MARY LANNING HEALTHCARE,1164,1001,22481252,8276604.001,7045993.001
280040,THE NEBRASKA METHODIST HOSPITAL,417,3470,118691883,32098669,25715664
280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,417,3094,120191357,29905048,24908580
280061,REGIONAL WEST MEDICAL CENTER,418,1356,44669727,14595526,11981102
280065,GREAT PLAINS REGIONAL MEDICAL CENTER,1475,1353,29009331,10938376,8973356
280077,FREMONT AREA MEDICAL CENTER,1476,1022,28538559,8369038,6222977
280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,417,1423,43112552,11649085,9827760
280105,ALEGENT HEALTH MIDLANDS HOSPITAL,1748,320,8676001,2010307,1654687
280111,COLUMBUS COMMUNITY HOSPITAL,1684,622,9360641.001,5701685,5054684
280125,FAITH REGIONAL HEALTH SERVICES,419,1148,35911714,11731577,10640879
280127,LINCOLN SURGICAL HOSPITAL,415,228,6419662,2745972,2116189
280128,NEBRASKA HEART HOSPITAL,415,671,13156366,6396495,5463237
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,417,456,11648388,5733135.998,4669289
280130,ALEGENT HEALTH LAKESIDE HOSPITAL,417,1484,47017923,10693519,8476803
280131,MIDWEST SURGICAL HOSPITAL LLC,417,202,10965705,3282944,2551736
280132,BELLEVUE MEDICAL CENTER,1477,681,16510210,4762770,4004536
280133,"NEBRASKA SPINE HOSPITAL, LLC",417,192,19886303,4782885.001,3764870
290001,RENOWN REGIONAL MEDICAL CENTER,420,5335,227498421,55837790,49040247
290002,SOUTH LYON MEDICAL CENTER,2336,12,109995,79620,65796
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,421,4451,332887352,51695436,43782367
290005,NORTH VISTA HOSPITAL,1921,862,55320139,8288182.001,7228930
290006,BANNER CHURCHILL COMMUNITY HOSPITAL,1749,479,11841433,4083514,3463835
290007,UMC OF SOUTHERN NEVADA,421,1233,66848602,17052563,14264863
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2079,317,10581047,3650039,2725896
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,420,2017,84954751,18910944,16249848
290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,423,1245,76636474,12827443,10859584
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,422,2910,107003023,30543608,26993674
290021,VALLEY HOSPITAL MEDICAL CENTER,421,2421,216098728,30112075,26596559
290022,DESERT SPRINGS HOSPITAL,421,2105,150803040,19869396,16890385
290032,NORTHERN NEVADA MEDICAL CENTER,1478,696,34744283,5845404,4900124
290039,MOUNTAINVIEW HOSPITAL,421,4611,358518036,46851374,39302208
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,421,2716,216672543,26160882,22188803
290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,423,3104,210917261,33785837,27524632
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,421,1599,124010388,15424159,12408677
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,421,991,60575514,10522434,8768507
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,420,555,16611952,4302579,3683425
290051,SIERRA SURGERY HOSPITAL,422,261,14132591,3881624,3387841
290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,421,1316,75143769,11851533,9618936
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,421,1307,94820611,11593311,9492373.001
300001,CONCORD HOSPITAL,424,3684,109868706,33749442,29549992
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,425,4441,160908385,68957494,61395334
300005,LAKES REGION GENERAL HOSPITAL,426,1082,41783879,10580311,9387283
300011,ST JOSEPH HOSPITAL,39,1662,39237131,13939050,11963783
300012,ELLIOT HOSPITAL,427,2918,60357491,25895951,22247733
300014,FRISBIE MEMORIAL HOSPITAL,1479,939,20260573,7169437,6081171
300017,PARKLAND MEDICAL CENTER,1165,1077,27773210,8014827,6666570
300018,WENTWORTH-DOUGLASS HOSPITAL,428,2081,62153148,16306586,14265087
300019,CHESHIRE MEDICAL CENTER,1480,921,19848074,8484860,7385622
300020,SOUTHERN NH MEDICAL CENTER,891,1813,39612385,16130289,14003481
300023,EXETER HOSPITAL INC,892,2075,49772370,16188692,13748499
300029,PORTSMOUTH REGIONAL HOSPITAL,429,1942,76844286,18192275,15507635
300034,CATHOLIC MEDICAL CENTER,427,2886,99540215,26484716,22756983
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,430,7642,626099781,98741499,89352405
310002,NEWARK BETH ISRAEL MEDICAL CENTER,431,3311,269896790,51537171,47816189
310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,893,2756,164868052,29142156,26710795
310005,HUNTERDON MEDICAL CENTER,1166,2183,72799304,20591215,18395058
310006,"ST MARY'S HOSPITAL, PASSAIC",432,2648,174336953,29498763,26124568
310008,HOLY NAME MEDICAL CENTER,894,4383,198674669,41903852,37829722
310009,CLARA MAASS MEDICAL CENTER,433,4171,243875129,42356478,37946297
310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,434,3405,140775601,29724202,26059608
310011,CAPE REGIONAL MEDICAL CENTER INC,895,3345,96589393,26017470,22962315
310012,VALLEY HOSPITAL,435,8758,385502303,79172360,69748271
310014,COOPER UNIVERSITY HOSPITAL,436,3482,244978661,47935158,43805572
310015,MORRISTOWN MEMORIAL HOSPITAL,437,7762,407731029,97369330,84845730
310016,CHRIST HOSPITAL,526,1770,152905391,19334948,17813120
310017,CHILTON HOSPITAL,438,3215,150975418,26500350,23358897
310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,439,6998,484666338,93999369,87662556
310021,ST FRANCIS MEDICAL CENTER,298,1216,90042623,11148239,10074328
310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,440,9408,599333039,81707088,65382932
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,898,2516,205062182,21066719,18205130
310025,BAYONNE HOSPITAL CENTER,1167,1543,226720545,14106847,12931667
310027,TRINITAS REGIONAL MEDICAL CENTER,899,2221,126594201,24290718,22419949
310028,NEWTON MEMORIAL HOSPITAL,900,2492,164702874,19612474,16819056
310029,OUR LADY OF LOURDES MEDICAL CENTER,436,3429,239212966,36914948,33262435
310031,DEBORAH HEART AND LUNG CENTER,441,1570,105622807,20386188,18703932
310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,442,4507,261167050,41428303,37656409
310034,RIVERVIEW MEDICAL CENTER,443,3408,210118412,27921028,23599764
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,444,6087,542840711,79664478,74293510
310039,RARITAN BAY MEDICAL CENTER,901,3963,302971878,42741876,39114433
310040,HOBOKEN UNIVERSITY MEDICAL CENTER,902,895,71238017,9831638,9170295
310041,COMMUNITY MEDICAL CENTER,445,10659,577867349,85337912,75756180
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,446,1786,138397751,15204034,13088582
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,447,4234,314967274,47874550,43436525
310047,SHORE MEDICAL CENTER,448,3602,235679382,32296416,27151296
310048,SOMERSET MEDICAL CENTER,449,4750,416338550,41507885,35993064
310050,SAINT CLARE'S HOSPITAL,450,4344,209049655,36508547,32193131
310051,OVERLOOK HOSPITAL,451,5565,263720045,60328866,52097623
310052,OCEAN MEDICAL CENTER,452,5446,328454550,45238110,39651518
310054,HACKENSACK-UMC MOUNTAINSIDE,903,3125,155445541,33533338,30399047
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,453,4922,306503221,42412218,33318704
310058,BERGEN REGIONAL MEDICAL CENTER,2261,271,7662431,2312928,2088046
310060,ST LUKE'S WARREN HOSPITAL,1168,1822,127743825,18147468,16446032
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,904,1695,128105913,13305715,11751316
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,905,7834,599302553,79519049,65464677
310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,906,996,51927974,6653757,5672726
310070,SAINT PETER'S UNIVERSITY HOSPITAL,444,2967,249346757,34086716,31127796
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,454,6222,454540527,65608271,57637002
310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,896,2111,135827122,27466901,25615714
310075,MONMOUTH MEDICAL CENTER,455,2873,189866748,30689018,27910727
310076,SAINT BARNABAS MEDICAL CENTER,907,5081,342021254,62145950,56499029
310081,UNDERWOOD - MEMORIAL HOSPITAL,456,3526,231730664,28557220,24622667
310083,EAST ORANGE GENERAL HOSPITAL,1169,1883,113257299,20455833,18834016
310084,KIMBALL MEDICAL CENTER,908,2922,168289835,23473987,20923872
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,457,8533,533873884,81103802,73101932
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,1170,1279,53255714,8645977,7580911
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,897,2042,200850521,19276726,16426538
310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",431,2092,89018518,27011335,25157648
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,458,4675,275502390,48293957,43554557
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,1171,3614,245242414,27257766,24100338
310111,CENTRASTATE MEDICAL CENTER,459,3932,179010338,32241152,28679816
310112,BAYSHORE COMMUNITY HOSPITAL,909,2705,153535446,22790661,19989826
310113,SOUTHERN OCEAN MEDICAL CENTER,1172,2280,97943514,16974827,14642388
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,1481,1499,100744783,14584941,13190953
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,1750,351,36599879,3660741,3243380
310119,UMDNJ UNIVERSITY HOSPITAL,431,1178,84241951,22361159,21226312
310120,SAINT CLARE'S HOSPITAL/SUSSEX,2080,126,4946511,731470,621142
320001,UNM HOSPITAL,460,1756,56252736,28845280,26725135
320002,ST VINCENT HOSPITAL,334,2263,57444277,25510625,22532380
320003,ALTA VISTA REGIONAL HOSPITAL,1482,398,13705807,2987626,2462736
320004,GERALD CHAMPION REGIONAL MEDICAL CENTE,1483,590,11736068,6246313,5590241
320005,SAN JUAN REGIONAL MEDICAL CENTER,1174,2743,78810081,30141140,26840387
320006,EASTERN NEW MEXICO MEDICAL CENTER,463,1305,58114189,10385463,9033111
320009,LOVELACE MEDICAL CENTER,460,2530,131527396,30640920,23367331
320011,PRESBYTERIAN ESPANOLA HOSPITAL,2172,225,5439465,2413021,2036899
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1484,370,6488467,3757906,3352536
320014,MIMBRES MEMORIAL HOSPITAL,2173,69,1113502,362736,303936
320016,GILA REGIONAL MEDICAL CENTER,1922,371,8578812,2890751,2451444
320017,LOVELACE WOMEN'S HOSPITAL,460,144,4010142,1462589,1123912
320018,MEMORIAL MEDICAL CENTER INC,461,2064,75922968,19938196,16328995
320021,PRESBYTERIAN HOSPITAL,508,5101,160237227,51387568,43156077
320022,PLAINS REGIONAL MEDICAL CENTER,1485,809,23034012,5320771,4404288
320030,ARTESIA GENERAL HOSPITAL,1486,108,2472300,944921,824209
320033,LOS ALAMOS MEDICAL CENTER,2305,109,2779023,1274193,1167347
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,2226,472,5903228,3383295,2964450
320059,NORTHERN NAVAJO MEDICAL CENTER,2262,230,2093068,1563207,1343515
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,2385,13,151580,94778.00001,82182
320061,GALLUP INDIAN MEDICAL CENTER,2226,332,3436653,2415152,2146113
320062,CROWNPOINT HEALTHCARE FACILITY,2390,12,94930,77088,65576
320063,CARLSBAD MEDICAL CENTER,462,751,30113937,6038374,4846120.999
320065,LEA REGIONAL MEDICAL CENTER,1751,543,24011924,4511400,4009184
320067,GUADALUPE COUNTY HOSPITAL,2227,11,57866.00001,131505,119993.0001
320074,LOVELACE WESTSIDE HOSPITAL,460,193,6944514,1967404,1343939
320084,ROOSEVELT GENERAL HOSPITAL,2081,63,974781,490846,435786
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,461,2153,83075876,18689364,16340912
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,463,267,7543243,2428680,2031985
330002,PENINSULA HOSPITAL CENTER,939,211,5221375,3516207,3361514
330003,ALBANY MEMORIAL HOSPITAL,466,924,14019095,6040085,5044933
330004,KINGSTON HOSPITAL,490,3188,92265566,24947838,21717998
330005,KALEIDA HEALTH,464,7122,173158858,79772247,68905918
330006,ST JOSEPH'S MEDICAL CENTER,910,1218,16658392,13307355,12265241
330008,WYOMING COUNTY COMMUNITY HOSPITAL,1985,134,1335124,1177320,1024904
330009,BRONX-LEBANON HOSPITAL CENTER,471,1657,21412456,29504048,28086537
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",465,2886,45341137,21919988,19324183
330013,ALBANY MEDICAL CENTER HOSPITAL,466,4459,195466227,55875923,49336837
330014,JAMAICA HOSPITAL MEDICAL CENTER,911,2476,48781454,35442055,33101989
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",486,2875,51393682,31935095,29279591
330023,VASSAR BROTHERS MEDICAL CENTER,467,5352,226675691,53051976,47201899
330024,MOUNT SINAI HOSPITAL,468,10129,380587580,179984471,160862935
330027,NASSAU UNIVERSITY MEDICAL CENTER,912,1913,54354224,28458810,26940744
330028,RICHMOND UNIVERSITY MEDICAL CENTER,481,1873,69376278,23467504,21609194
330029,SHEEHAN MEMORIAL HOSPITAL,464,16,65155,64343,50591
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,1752,567,8505743,3643016,3090975
330033,"CHENANGO MEMORIAL HOSPITAL, INC",1923,477,9677184,4059622,3654998
330037,LAKESIDE MEMORIAL HOSPITAL,2082,236,2727138,1213916,980308
330043,SOUTHSIDE HOSPITAL,469,3247,122992817,35453675,30718161
330044,FAXTON-ST LUKE'S HEALTHCARE,470,3774,83660025,27650656,23659037
330045,HUNTINGTON HOSPITAL,913,5378,188001397,48065705,40293581
330046,ST LUKE'S ROOSEVELT HOSPITAL,468,5597,232225962,82819429,76538116
330047,ST MARY'S HOSPITAL AT AMSTERDAM,1685,1341,22686423,10057003,8860240
330049,NORTHERN DUTCHESS HOSPITAL,1487,587,20521869,6342964,5603772.999
330053,MEDINA MEMORIAL HOSPITAL,1753,263,1691209,1507737,1289319
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,914,7013,245997000,98356768,88556948
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,486,1936,56367856,32251717,30627485
330057,ST PETER'S HOSPITAL,466,4854,147739853,40741852,34536942
330058,GENEVA GENERAL HOSPITAL,1488,793,10176635,6125936,5274631
330059,MONTEFIORE MEDICAL CENTER,471,10572,663501146,192930376,182519382
330061,LAWRENCE HOSPITAL CENTER,915,2953,83404514,23591098,20443632
330064,NEW YORK DOWNTOWN HOSPITAL,468,923,20520344,13530055,12702073
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,1489,888,12265803,6943988,6079927
330067,ST FRANCIS HOSPITAL,467,1203,47652126,12776828,11516238
330073,UNITED MEMORIAL MEDICAL CENTER,1754,722,10325682,4951083,4161556
330074,F F THOMPSON HOSPITAL,1175,600,8983472,4330742,3634950
330078,SISTERS OF CHARITY HOSPITAL,464,2268,49799463,21336482,17983768
330079,ADIRONDACK MEDICAL CENTER,1986,509,10495335,5271217,4784997
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,471,1238,13767323,18020084,17032698
330084,ALICE HYDE MEDICAL CENTER,1490,603,6471066,4659357,4127287
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,1924,922,10331158,5593435,4834350
330086,MOUNT VERNON HOSPITAL,916,474,9890269,4763826,4364780
330088,EASTERN LONG ISLAND HOSPITAL,1799,396,9298093,2574176,2214147
330090,ARNOT OGDEN MEDICAL CENTER,472,2752,55092222,22584077,18410164
330094,COLUMBIA MEMORIAL HOSPITAL,917,1785,25214591,12532096,10834528
330096,JONES MEMORIAL HOSPITAL,1987,338,3068421,2529025,2203345
330101,NEW YORK-PRESBYTERIAN HOSPITAL,468,16259,769670578,285115992,254784924
330102,KENMORE MERCY HOSPITAL,918,1331,25733805,11533588,9328153
330103,OLEAN GENERAL HOSPITAL,1755,1306,17276506,8774371,7338546
330104,NYACK HOSPITAL,919,3877,176548217,41528227,37791707
330106,NORTH SHORE UNIVERSITY HOSPITAL,473,10469,602235492,136462286,120153556
330107,PECONIC BAY MEDICAL CENTER,474,2491,94101966,24088846,21347454
330108,"ST JOSEPH'S HOSPITAL, INC",472,911,16139555,6252428,5410064
330111,BERTRAND CHAFFEE HOSPITAL,1925,56,571705,321318,268020
330115,ONEIDA HEALTHCARE CENTER,1988,462,8075394,2958858,2473511
330119,LENOX HILL HOSPITAL,468,4776,290128195,67382581,59814533
330125,ROCHESTER GENERAL HOSPITAL,475,4234,80830324,37285949,32830174
330126,ORANGE REGIONAL MEDICAL CENTER,476,5555,248825458,56198509,49012711
330127,JACOBI MEDICAL CENTER,471,1368,33483870,27617810,26384147
330128,ELMHURST HOSPITAL CENTER,920,1633,31888726,23489260,22054956
330132,TLC HEALTH NETWORK,2174,183,1867087,1133694,914501
330135,BON SECOURS COMMUNITY HOSPITAL,1491,832,28227306,7302370,6485036
330136,MARY IMOGENE BASSETT HOSPITAL,477,2255,48123187,27574267,25238259
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,478,7927,173416705,78367842,66756644
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,921,5311,291209319,52112891,44573780
330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",2083,87,811341.0001,635378,549409
330151,ST JAMES MERCY HOSPITAL,1989,303,3602902,2687949,2417297
330153,ELLIS HOSPITAL,479,4002,126353112,34672732,30256010
330157,SAMARITAN MEDICAL CENTER,1176,1554,32655054,18438920,17048206
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,480,3577,190160765,42478740,38803423
330160,STATEN ISLAND UNIVERSITY HOSPITAL,481,6552,241192232,80529072,72819856
330162,NORTHERN WESTCHESTER HOSPITAL,922,2150,52935527,19735477,16483912
330163,EASTERN NIAGARA HOSPITAL,923,1239,13463624,8250370,6962244
330164,HIGHLAND HOSPITAL,475,2269,33217297,21173934,17263543
330167,WINTHROP-UNIVERSITY HOSPITAL,482,6042,366819357,81948428,65950330
330169,BETH ISRAEL MEDICAL CENTER,468,10025,451832220,144362863,133085252
330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",1756,1308,13674103,8218376,7091799
330177,EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,2084,154,1678033,1055865,920968
330180,SAMARITAN HOSPITAL,1177,1120,22052128,8674048,7435957
330181,GLEN COVE HOSPITAL,924,2265,68811493,19665497,16611613
330182,"ST FRANCIS HOSPITAL, ROSLYN",483,5791,318332323,66100930,53626773
330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,925,2138,51622541,27581018,25642278
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,484,4089,158662379,37812284,28951059
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,1686,1004,11476142,7065484,5926720.001
330191,GLENS FALLS HOSPITAL,485,3404,69954821,26900054,22810357
330193,FLUSHING HOSPITAL MEDICAL CENTER,914,2399,64587393,38164816,35879774
330194,MAIMONIDES MEDICAL CENTER,486,6983,402599445,131921099,124323561
330195,LONG ISLAND JEWISH MEDICAL CENTER,487,5865,312013892,90946285.01,82233546
330196,CONEY ISLAND HOSPITAL,486,3230,69107825,55673733,52936486
330197,CANTON-POTSDAM HOSPITAL,1492,924,11218546,6493400.001,5645593
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,488,5768,199607572,57267577,46945906
330199,METROPOLITAN HOSPITAL CENTER,468,396,4565192,4688010,4376181
330201,KINGSBROOK JEWISH MEDICAL CENTER,486,2054,88698974,28847611,26979937
330202,KINGS COUNTY HOSPITAL CENTER,486,1233,25012746,20036460,18835083
330203,CROUSE HOSPITAL,478,4081,90859877,43892484,38361501
330204,BELLEVUE HOSPITAL CENTER,468,1194,23904836,16969129,15957698
330205,ST ANTHONY COMMUNITY HOSPITAL,1857,563,21681511,5045754,4451186
330208,ST JOHN'S RIVERSIDE HOSPITAL,910,3497,106877212,39714676,36515088
330211,CLAXTON-HEPBURN MEDICAL CENTER,1493,478,5491431,3737168,3268156
330213,LEWIS COUNTY GENERAL HOSPITAL,2175,203,1582355,1313855,1117123
330214,NYU HOSPITALS CENTER,468,6110,444635765,104586194,90026775
330215,"ROME MEMORIAL HOSPITAL, INC",1757,1048,20897668,6303807,5390961
330218,OSWEGO HOSPITAL,1758,1055,15246168,7116841,6140025
330219,ERIE COUNTY MEDICAL CENTER,464,1511,34473658,20534639,18512154
330221,WYCKOFF HEIGHTS MEDICAL CENTER,486,2262,71871849,34542362,32789644
330222,SARATOGA HOSPITAL,489,1966,55204618,15513734,13184358
330223,MASSENA MEMORIAL HOSPITAL,1759,651,7202051,4443352,3878008
330224,BENEDICTINE HOSPITAL,490,313,8993111,3493652,3109685.999
330225,LONG BEACH MEDICAL CENTER,1760,1006,29785226,9398083,8474673
330226,UNITY HOSPITAL OF ROCHESTER,475,1705,28424097,15086855,12977527
330229,BROOKS MEMORIAL HOSPITAL,2085,277,3502224,1869673,1577838
330231,QUEENS HOSPITAL CENTER,911,801,14033575,12447851,11709228
330232,ST MARY'S HOSPITAL ( TROY ),1177,1137,27475229,8058799,6916464
330233,BROOKDALE HOSPITAL MEDICAL CENTER,486,1395,46149926,25390281,23927492
330234,WESTCHESTER MEDICAL CENTER,491,1693,141460276,32636798,30070896
330235,AUBURN COMMUNITY HOSPITAL,926,1749,30120904,13048102,11348295
330236,NEW YORK METHODIST HOSPITAL,486,5826,146787985,80546473,73960547
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,1858,309,4137969,2130079,1833459
330239,WOMAN'S CHRISTIAN ASSOCIATION,927,1321,17380188,8735500,7153446
330240,HARLEM HOSPITAL CENTER,468,546,7732977,7661566.001,7270494
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,478,4484,159871192,59996542,53931001
330245,ST ELIZABETH MEDICAL CENTER,470,3128,67949020,26013391,22880776
330246,ST CHARLES HOSPITAL,484,1244,63488495,13714192,11327482
330249,"COMMUNITY MEMORIAL HOSPITAL, INC",2086,373,7302818,3719395.999,2909608.001
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,492,3103,83399592,34599690,31218602
330259,MERCY MEDICAL CENTER,29,2247,94557353,23124364,20351665
330261,PHELPS MEMORIAL HOSPITAL ASSN,929,1760,74219100,18748665,16990321
330263,"CARTHAGE AREA HOSPITAL, INC",2087,230,3879021,1385555,1186299
330264,ST LUKE'S CORNWALL HOSPITAL,493,3340,125483964,33573941,30382233
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,1926,292,2736344,1720701,1490701
330267,HUDSON VALLEY HOSPITAL CENTER,930,2435,110473731,24520330,21787352
330268,COBLESKILL REGIONAL HOSPITAL,2228,130,1022969,981141.0001,854248.0001
330270,HOSPITAL FOR SPECIAL SURGERY,468,4232,243343517,81963283.99,65770090.01
330273,PUTNAM HOSPITAL CENTER,1178,1996,77761151,20959384,18792203
330276,NATHAN LITTAUER HOSPITAL,1761,623,14880656,4178685,3640958
330277,CORNING HOSPITAL,1179,1215,18106440,8300063,7230294
330279,MERCY HOSPITAL,44,2497,52057253,23241231,18852320
330285,STRONG MEMORIAL HOSPITAL,475,3969,83978825,49640961,41029603
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,494,5776,293136273,56776916,47630317
330304,WHITE PLAINS HOSPITAL CENTER,931,4281,111060399,37113830,32508726
330306,LUTHERAN MEDICAL CENTER,486,3737,89493493,62550999,58708920
330307,CAYUGA MEDICAL CENTER AT ITHACA,932,1203,16226385,8594475.001,7338025
330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,471,1362,37424279,14012511,12546103
330331,PLAINVIEW HOSPITAL,933,3503,117082893,31994860,28191257
330332,ST JOSEPH HOSPITAL,39,2435,93233422,21393541,18803082
330340,SOUTHAMPTON HOSPITAL,935,1667,43516432,15681471,13928681
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),486,4015,91264458,64818963,60662608
330353,FOREST HILLS HOSPITAL,936,3443,94295560,37441408,34044667
